pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_age,sy_dist
Kepler-1463 b,1,1,Transit,2016,Kepler,25.15864,0.1694,1.86,4.12,4.79,1687.47
Kepler-1464 b,1,2,Transit,2016,Kepler,31.7785901,0.1803,1.66,3.39,3.89,1151.73
Kepler-1464 c,1,2,Transit,2016,Kepler,5.32786292,0.0548,1,0.972,3.89,1151.73
Kepler-1465 b,1,1,Transit,2016,Kepler,31.8277111,0.1939,1.77,3.78,3.72,359.497
Kepler-1466 b,1,1,Transit,2016,Kepler,31.1750448,0.1942,1.55,3.02,3.89,631.949
Kepler-1467 b,1,1,Transit,2016,Kepler,47.0569043,0.2388,3.3,10.9,4.37,852.888
Kepler-1468 b,1,3,Transit,2016,Kepler,8.23984869,0.0817,1.73,3.64,3.55,1899.24
Kepler-1468 c,1,3,Transit,2016,Kepler,3.54553021,0.0466,1.15,1.6,3.55,1899.24
Kepler-1468 d,1,3,Transit,2021,Kepler,19.59059906,0.1456,3.332,11.1,3.55,1899.24
Kepler-1469 b,1,1,Transit,2016,Kepler,21.8635301,0.1466,2.8,8.25,4.47,1159.3
Kepler-147 b,1,2,Transit,2014,Kepler,12.610584,0.113,1.53,2.96,4.47,1042.02
Kepler-147 c,1,2,Transit,2014,Kepler,33.416423,0.216,2.43,6.48,4.47,1042.02
Kepler-1470 b,1,1,Transit,2016,Kepler,16.2950903,0.116,1.07,1.24,4.57,590.601
Kepler-1471 b,1,2,Transit,2016,Kepler,3.63899398,0.0453,1.41,2.57,4.57,978.678
Kepler-1471 c,1,2,Transit,2023,Kepler,11.6044881,0.0981,1.88,4.19,4.57,978.678
Kepler-1472 b,1,1,Transit,2016,Kepler,38.1312831,0.2322,1.9,4.27,3.09,1479.14
Kepler-1473 b,1,1,Transit,2016,Kepler,14.4273551,0.116,1.19,1.81,2.63,652.253
Kepler-1474 b,1,1,Transit,2016,Kepler,36.4333452,0.2108,2.16,5.31,3.8,1180.9
Kepler-1475 b,1,1,Transit,2016,Kepler,82.177374,0.373,2.92,8.85,2.82,1568.38
Kepler-1476 b,1,1,Transit,2016,Kepler,10.35863224,0.0932,1.67,3.43,4.57,1002.74
Kepler-1477 b,1,1,Transit,2016,Kepler,11.55530021,0.0911,1.18,1.76,4.68,680.828
Kepler-1478 b,1,1,Transit,2016,Kepler,26.0840594,0.1681,1.73,3.64,3.98,1845.58
Kepler-1479 b,1,1,Transit,2016,Kepler,14.53261362,0.1173,1.83,4.01,4.27,728.668
Kepler-148 b,1,3,Transit,2014,Kepler,1.729366,0.028,1.8,3.89,11.2,791.163
Kepler-148 c,1,3,Transit,2014,Kepler,4.180043,0.05,3.6,12.6,11.2,791.163
Kepler-148 d,1,3,Transit,2016,Kepler,51.84688575,0.2607,8.68,56.3,4.68,791.163
Kepler-1480 b,2,1,Transit,2016,Kepler,22.12679948,0.1525,1.67,3.43,4.79,500.892
Kepler-1481 b,1,1,Transit,2016,Kepler,5.94220998,0.059,1.23,2.04,3.89,459.076
Kepler-1482 b,1,1,Transit,2016,Kepler,12.25383217,0.1016,1.01,1.01,4.47,567.556
Kepler-1483 b,1,1,Transit,2016,Kepler,9.5085156,0.0958,1.52,2.92,2.4,1273.78
Kepler-1484 b,1,1,Transit,2016,Kepler,30.4549136,0.1939,2.11,5.1,3.98,2879.83
Kepler-1485 b,1,1,Transit,2016,Kepler,19.9157725,0.1467,1.47,2.76,2.51,615.66
Kepler-1486 b,1,1,Transit,2016,Kepler,54.6495759,0.2846,2.32,5.99,3.55,1769.14
Kepler-1487 b,1,2,Transit,2016,Kepler,7.31946363,0.0898,2.13,5.18,1.95,1014.62
Kepler-1487 c,1,2,Transit,2023,Kepler,35.8007112,0.2588,7.97,48.7,1.95,1014.62
Kepler-1488 b,1,2,Transit,2016,Kepler,39.8189932,0.2285,1.86,4.12,6.92,905.825
Kepler-1488 c,1,2,Transit,2021,Kepler,6.15826988,0.0658,1.652,3.37,6.92,905.825
Kepler-1489 b,1,1,Transit,2016,Kepler,82.294751,0.3679,1.77,3.78,4.07,1283.05
Kepler-149 b,1,3,Transit,2014,Kepler,29.198943,0.184,4.21,16.5,14,571.034
Kepler-149 c,1,3,Transit,2014,Kepler,55.328328,0.281,1.61,3.22,14,571.034
Kepler-149 d,1,3,Transit,2014,Kepler,160.018032,0.571,3.96,14.9,14,571.034
Kepler-1490 b,1,1,Transit,2016,Kepler,92.4362973,0.3729,3.04,9.48,4.57,862.92
Kepler-1491 b,1,2,Transit,2016,Kepler,16.5861762,0.127,1.51,2.89,4.57,2065.59
Kepler-1491 c,1,2,Transit,2023,Kepler,61.569765,0.3045,2.44,6.53,4.57,2065.59
Kepler-1492 b,1,1,Transit,2016,Kepler,16.75255007,0.1262,1.49,2.83,2.82,331.553
Kepler-1493 b,1,1,Transit,2016,Kepler,15.0217983,0.1197,1.41,2.57,6.46,555.051
Kepler-1494 b,1,1,Transit,2016,Kepler,91.080482,0.3982,3.07,9.64,4.37,1285.48
Kepler-1495 b,1,1,Transit,2016,Kepler,85.273256,0.3677,2.94,8.96,4.17,1355.54
Kepler-1496 b,1,1,Transit,2016,Kepler,64.6588017,0.3211,2.22,5.56,2.95,1307.66
Kepler-1497 b,1,1,Transit,2016,Kepler,8.74199772,0.0817,1.66,3.39,4.27,1122
Kepler-1498 b,1,1,Transit,2016,Kepler,48.051405,0.2528,1.33,2.33,4.17,740
Kepler-1499 b,1,1,Transit,2016,Kepler,44.2008,0.2196,1.19,1.81,4.68,309.869
Kepler-15 b,1,1,Transit,2011,Kepler,4.942782,0.05714,10.76,209.76,3.7,739.412
Kepler-150 b,1,5,Transit,2014,Kepler,3.428054,0.044,1.25,2.1,4.57,891.092
Kepler-150 c,1,5,Transit,2014,Kepler,7.381998,0.073,3.69,13.2,4.57,891.092
Kepler-150 d,1,5,Transit,2014,Kepler,12.56093,0.104,2.79,8.2,4.57,891.092
Kepler-150 e,1,5,Transit,2014,Kepler,30.826557,0.189,3.12,9.91,4.57,891.092
Kepler-150 f,1,5,Transit,2017,Kepler,637.2093,1.24,3.64,12.9,4.57,891.092
Kepler-1500 b,1,1,Transit,2016,Kepler,15.0330105,0.1236,1.2,1.87,4.07,1217.82
Kepler-1501 b,1,1,Transit,2016,Kepler,14.5564533,0.1228,1.56,3.05,2.75,749.06
Kepler-1502 b,1,1,Transit,2016,Kepler,41.7083629,0.2482,3.18,10.2,1.7,1514.02
Kepler-1503 b,1,1,Transit,2016,Kepler,96.16987,0.3771,2.27,5.77,5.13,1225.57
Kepler-1504 b,1,1,Transit,2016,Kepler,82.304003,0.3704,2.13,5.18,4.47,2435.94
Kepler-1505 b,1,1,Transit,2016,Kepler,30.8609366,0.1862,0.93,0.749,1.7,495.148
Kepler-1506 b,1,1,Transit,2016,Kepler,14.0329154,0.1168,1.32,2.3,3.98,2366.02
Kepler-1507 b,1,1,Transit,2016,Kepler,16.0506213,0.1234,0.84,0.52,4.57,320.478
Kepler-1508 b,1,1,Transit,2016,Kepler,20.7056504,0.1629,1.33,2.33,2.69,1260.28
Kepler-1509 b,1,1,Transit,2016,Kepler,25.4338197,0.1707,1.85,4.08,3.98,2002.96
Kepler-151 b,1,2,Transit,2014,Kepler,15.228958,0.116,3.06,9.59,4.6,649.919
Kepler-151 c,1,2,Transit,2014,Kepler,24.674612,0.16,2.09,5.02,4.6,649.919
Kepler-1510 b,1,1,Transit,2016,Kepler,84.703921,0.4089,3.36,11.2,2.75,1696.25
Kepler-1511 b,1,1,Transit,2016,Kepler,23.2382792,0.1753,1.68,3.46,3.31,1475.6
Kepler-1512 b,1,1,Transit,2016,Kepler,20.35972599,0.1097,1.18,1.76,1.78,162
Kepler-1513 b,1,2,Transit,2016,Kepler,160.8842,0.5416,8.594,48.30992,7,349.247
Kepler-1513 c,1,2,Transit Timing Variations,2023,Multiple Observatories,841.4,,11,84.54236,7,349.247
Kepler-1514 b,1,2,Transit,2016,Kepler,217.83184,0.753,12.42,1678.1424,2.9,397.292
Kepler-1514 c,1,2,Transit,2020,Kepler,10.514181,0.0997,1.176,1.74,2.9,397.292
Kepler-1515 b,1,1,Transit,2016,Kepler,214.3114164,0.7655,9.55,66.2,1.82,539.321
Kepler-1516 b,1,1,Transit,2016,Kepler,7.25931979,0.0718,1.75,3.71,4.07,1358.95
Kepler-1517 b,1,1,Transit,2016,Kepler,5.54608367,0.078,9.76,68.7,1.38,847.299
Kepler-1518 b,1,2,Transit,2016,Kepler,5.11177904,0.0593,3.05,9.53,1.48,903.51
Kepler-1518 c,1,2,Transit,2023,Kepler,9.6310258,0.0905,2.9,8.75,1.48,903.51
Kepler-1519 b,1,1,Transit,2016,Kepler,240.7989397,0.7655,7.06,39.6,3.98,1441.63
Kepler-152 b,1,2,Transit,2014,Kepler,18.207973,0.124,2.79,8.2,2,441.09
Kepler-152 c,1,2,Transit,2014,Kepler,88.255055,0.356,2.39,6.3,2,441.09
Kepler-1520 b,1,1,Transit,2016,Kepler,0.65355357,0.0129,5.77,28.1,4.47,607.917
Kepler-1521 b,1,1,Transit,2016,Kepler,47.14840805,0.2317,2.5,6.8,4.47,206.983
Kepler-1522 b,1,1,Transit,2016,Kepler,1.84788917,0.0288,1.73,3.64,3.89,814.125
Kepler-1523 b,1,1,Transit,2016,Kepler,0.93875077,0.0185,1.58,3.12,4.37,865.596
Kepler-1524 b,1,1,Transit,2016,Kepler,70.9674603,0.3392,3.54,12.3,2.88,381.773
Kepler-1525 b,1,1,Transit,2016,Kepler,2.41660118,0.036,0.91,0.693,2.82,382.989
Kepler-1526 b,1,1,Transit,2016,Kepler,3.908632,0.0418,2.43,6.48,4.68,555.574
Kepler-1527 b,1,1,Transit,2016,Kepler,160.129918,0.6276,4.77,20.4,2.82,1842.13
Kepler-1528 b,1,1,Transit,2016,Kepler,1.79111021,0.0296,1.46,2.73,3.89,817.534
Kepler-1529 b,1,1,Transit,2016,Kepler,5.33905686,0.0525,2.1,5.06,4.79,661.014
Kepler-153 b,1,2,Transit,2014,Kepler,18.870227,0.129,2.92,8.85,13.8,459.368
Kepler-153 c,1,2,Transit,2014,Kepler,46.90232,0.237,2.53,6.94,13.8,459.368
Kepler-1530 b,1,3,Transit,2016,Kepler,2.5904434,0.0371,1.64,3.33,4.27,489.876
Kepler-1530 c,1,3,Transit,2016,Kepler,5.3227406,0.06,1.65,3.36,4.27,489.876
Kepler-1530 d,1,3,Transit,2021,Kepler,9.20761013,0.0865,3.279,10.8,4.27,489.876
Kepler-1531 b,1,1,Transit,2016,Kepler,1.13854338,0.022,1.11,1.41,2.82,666.334
Kepler-1532 b,1,1,Transit,2016,Kepler,1.09366356,0.0206,1.35,2.39,4.27,798.246
Kepler-1533 b,1,1,Transit,2016,Kepler,308.5471,0.9625,3.46,11.8,2.19,966.801
Kepler-1534 b,1,1,Transit,2016,Kepler,5.71668872,0.0599,1.89,4.23,4.57,1107
Kepler-1535 b,1,1,Transit,2016,Kepler,138.9442,0.5329,2.55,7.04,3.47,897.733
Kepler-1536 b,1,1,Transit,2016,Kepler,364.758031,0.8507,3.14,10,2.95,387.248
Kepler-1537 b,1,1,Transit,2016,Kepler,1.4444538,0.0245,1.18,1.76,5.01,517.292
Kepler-1538 b,1,1,Transit,2016,Kepler,175.138819,0.6095,2.82,8.35,4.37,1125.3
Kepler-1539 b,1,1,Transit,2016,Kepler,133.3036741,0.4765,2.7,7.75,4.79,748.326
Kepler-154 b,1,5,Transit,2014,Kepler,33.040532,0.198,2.26,5.73,4.47,915.212
Kepler-154 c,1,5,Transit,2014,Kepler,62.303276,0.303,2.95,9.01,4.47,915.212
Kepler-154 d,1,5,Transit,2016,Kepler,20.54981883,0.1415,3.84,14.1,4.47,915.212
Kepler-154 e,1,5,Transit,2016,Kepler,3.93276465,0.047,1.5,2.86,4.47,915.212
Kepler-154 f,1,5,Transit,2016,Kepler,9.91935684,0.0871,1.5,2.86,4.47,915.212
Kepler-1540 b,2,1,Transit,2016,Kepler,125.4131177,0.4426,2.49,6.76,2.51,244.96
Kepler-1541 b,1,1,Transit,2016,Kepler,8.40691199,0.0781,1.16,1.65,4.47,416.692
Kepler-1542 b,1,4,Transit,2016,Kepler,3.95116882,0.0479,0.76,0.363,8.51,399.114
Kepler-1542 c,1,4,Transit,2016,Kepler,2.89223021,0.0389,0.65,0.208,8.51,399.114
Kepler-1542 d,1,4,Transit,2016,Kepler,5.99273738,0.0632,0.87,0.59,8.51,399.114
Kepler-1542 e,1,4,Transit,2016,Kepler,5.10115756,0.0567,0.76,0.363,8.51,399.114
Kepler-1543 b,1,1,Transit,2016,Kepler,6.96710269,0.0867,2.71,7.8,1.91,921.784
Kepler-1544 b,1,1,Transit,2016,Kepler,168.811174,0.5421,1.78,3.82,2.34,335.09
Kepler-1545 b,1,1,Transit,2016,Kepler,163.692349,0.5442,2.7,7.75,4.47,729.964
Kepler-1546 b,1,1,Transit,2016,Kepler,19.5974971,0.1366,3.13,9.96,3.72,931.956
Kepler-1547 b,1,1,Transit,2016,Kepler,0.69297968,0.0165,0.9,0.666,3.39,674.695
Kepler-1548 b,1,1,Transit,2016,Kepler,124.828679,0.4679,2.64,7.46,4.37,872.279
Kepler-1549 b,1,1,Transit,2016,Kepler,214.886545,0.6687,2.57,7.13,4.79,803.052
Kepler-155 b,1,2,Transit,2014,Kepler,5.931194,0.056,2.09,5.02,2.9,293.499
Kepler-155 c,1,2,Transit,2014,Kepler,52.661793,0.242,2.24,5.65,2.9,293.499
Kepler-1550 b,1,1,Transit,2016,Kepler,225.582809,0.7681,3.02,9.38,3.55,1179.01
Kepler-1551 b,1,1,Transit,2016,Kepler,24.4973698,0.1772,2.66,7.56,2.88,1463.72
Kepler-1552 b,1,1,Transit,2016,Kepler,184.771853,0.6045,2.47,6.66,3.31,769.096
Kepler-1553 b,1,1,Transit,2016,Kepler,4.24261881,0.0481,1.15,1.6,4.57,692.594
Kepler-1554 b,1,1,Transit,2016,Kepler,198.088774,0.6314,2.9,8.75,4.68,946.847
Kepler-1555 b,1,1,Transit,2016,Kepler,8.10501635,0.0805,1.61,3.22,4.37,2013.27
Kepler-1556 b,1,1,Transit,2016,Kepler,8.82713457,0.0829,1.96,4.5,4.9,944.54
Kepler-1557 b,1,1,Transit,2016,Kepler,3.74032496,0.049,1.53,2.96,3.31,1380.16
Kepler-1558 b,1,1,Transit,2016,Kepler,3.50470358,0.0419,0.68,0.244,4.9,325.737
Kepler-1559 b,1,1,Transit,2016,Kepler,0.97191543,0.018,0.72,0.299,4.27,614.827
Kepler-156 b,1,2,Transit,2014,Kepler,4.973456,0.054,2.3,5.9,5.37,443.483
Kepler-156 c,1,2,Transit,2014,Kepler,15.906801,0.117,2.55,7.04,5.37,443.483
Kepler-1560 b,1,1,Transit,2016,Kepler,3.03195744,0.0397,0.89,0.64,4.17,502.497
Kepler-1561 b,1,1,Transit,2016,Kepler,1.00520701,0.0194,1.09,1.32,3.39,839.076
Kepler-1562 b,1,1,Transit,2016,Kepler,64.2737752,0.3308,3.55,12.3,4.79,2060.72
Kepler-1563 b,1,1,Transit,2016,Kepler,3.43276598,0.0442,0.75,0.347,4.07,616.697
Kepler-1564 b,1,1,Transit,2016,Kepler,18.0540381,0.1327,1.47,2.76,4.57,908.805
Kepler-1565 b,1,1,Transit,2016,Kepler,1.53818844,0.0241,1.19,1.81,5.62,629.93
Kepler-1566 b,1,1,Transit,2016,Kepler,0.53991524,0.0121,0.79,0.418,5.01,466.586
Kepler-1567 b,1,1,Transit,2016,Kepler,153.979578,0.552,2.73,7.9,4.17,1206.11
Kepler-1568 b,1,1,Transit,2016,Kepler,20.925392,0.1499,1.3,2.24,4.57,916.313
Kepler-1569 b,1,1,Transit,2016,Kepler,5.79180156,0.0654,1.68,3.46,2.45,945.454
Kepler-157 b,1,3,Transit,2014,Kepler,1.732342,0.028,1.32,2.3,4.07,773.713
Kepler-157 c,1,3,Transit,2014,Kepler,13.5405,0.11,2.24,5.65,4.07,773.713
Kepler-157 d,1,3,Transit,2016,Kepler,7.02573474,0.0698,1.46,2.73,4.07,773.713
Kepler-1570 b,1,1,Transit,2016,Kepler,26.548955,0.1784,1.07,1.24,4.17,918.995
Kepler-1571 b,1,1,Transit,2016,Kepler,3.38555488,0.0432,1.52,2.92,2.34,675.303
Kepler-1572 b,1,1,Transit,2016,Kepler,5.49548621,0.0614,0.94,0.779,4.79,946.602
Kepler-1573 b,1,1,Transit,2016,Kepler,2.6157554,0.0364,1.2,1.87,4.07,1455.36
Kepler-1574 b,1,1,Transit,2016,Kepler,6.9424334,0.0743,1.29,2.21,3.8,1384.16
Kepler-1575 b,1,1,Transit,2016,Kepler,2.55314213,0.0366,1.31,2.27,4.17,1246.92
Kepler-1576 b,1,1,Transit,2016,Kepler,6.98471973,0.0726,1.04,1.12,4.07,460.91
Kepler-1577 b,1,1,Transit,2016,Kepler,6.30560247,0.0657,1.13,1.51,4.27,510.029
Kepler-1578 b,1,1,Transit,2016,Kepler,1.45088691,0.0252,1.04,1.12,4.27,1064.05
Kepler-1579 b,1,1,Transit,2016,Kepler,0.84990789,0.014,0.84,0.52,2.24,466
Kepler-158 b,1,2,Transit,2014,Kepler,16.709184,0.111,2.12,5.14,13.9,315.177
Kepler-158 c,1,2,Transit,2014,Kepler,28.551383,0.158,1.9,4.27,13.9,315.177
Kepler-1580 b,1,1,Transit,2016,Kepler,56.6449279,0.323,2.11,5.1,2.75,1002.02
Kepler-1581 b,1,1,Transit,2016,Kepler,6.28385491,0.0674,0.8,0.437,4.17,493.175
Kepler-1582 b,1,1,Transit,2016,Kepler,4.83817712,0.0316,1.49,2.83,7.76,78.8906
Kepler-1583 b,1,1,Transit,2016,Kepler,9.32807355,0.085,0.6,0.156,4.27,403.933
Kepler-1584 b,1,1,Transit,2016,Kepler,13.3997099,0.1168,1.61,3.22,3.31,1416.31
Kepler-1585 b,1,1,Transit,2016,Kepler,3.5827463,0.0445,1.79,3.86,4.37,944.465
Kepler-1586 b,1,1,Transit,2016,Kepler,15.6049212,0.1266,1.52,2.92,1.7,552.55
Kepler-1587 b,1,1,Transit,2016,Kepler,9.4060467,0.0878,1.33,2.33,5.01,1026.48
Kepler-1588 b,1,1,Transit,2016,Kepler,7.84931739,0.0726,0.76,0.363,5.5,924.141
Kepler-1589 b,1,1,Transit,2016,Kepler,0.99166527,0.0205,1.09,1.32,2.75,1513.14
Kepler-159 b,1,2,Transit,2014,Kepler,10.139623,0.082,2.38,6.26,2.51,373.744
Kepler-159 c,1,2,Transit,2014,Kepler,43.595792,0.218,3.41,11.5,2.51,373.744
Kepler-1590 b,1,1,Transit,2016,Kepler,7.61760804,0.0772,1.14,1.55,3.39,771.152
Kepler-1591 b,1,1,Transit,2016,Kepler,8.18504949,0.0794,1.27,2.15,3.24,1419.58
Kepler-1592 b,1,1,Transit,2016,Kepler,3.05710069,0.04,1.54,2.99,2.69,1639.47
Kepler-1593 b,1,1,Transit,2016,Kepler,174.509835,0.546,3.17,10.2,3.63,638.249
Kepler-1594 b,1,1,Transit,2016,Kepler,2.71603809,0.0396,1.06,1.2,3.89,976.868
Kepler-1595 b,1,1,Transit,2016,Kepler,4.56380468,0.051,1.23,2.04,4.68,845.022
Kepler-1596 b,1,1,Transit,2016,Kepler,66.373379,0.3237,1.9,4.27,3.89,2146.23
Kepler-1597 b,1,1,Transit,2016,Kepler,2.94654179,0.0427,1.06,1.2,2.4,1221.05
Kepler-1598 b,1,1,Transit,2016,Kepler,4.34195123,0.0527,0.95,0.809,3.8,619.862
Kepler-1599 b,1,1,Transit,2016,Kepler,122.363553,0.4823,1.62,3.26,4.27,1328.2
Kepler-16 b,2,1,Transit,2011,Kepler,228.776,0.7048,8.449,105.833,3.8,75.0852
Kepler-160 b,1,3,Transit,2014,Kepler,4.309397,0.05511,1.715,3.59,1.6,937.013
Kepler-160 c,1,3,Transit,2014,Kepler,13.699429,0.1192,3.76,13.6,1.6,937.013
Kepler-160 d,1,3,Transit Timing Variations,2020,Kepler,30,0.17,,100,1.6,937.013
Kepler-1600 b,1,2,Transit,2016,Kepler,386.370548,0.9712,3.13,9.96,4.68,1030.81
Kepler-1600 c,1,2,Transit,2021,Kepler,7.29804993,0.0689,1.942,4.43,4.68,1030.81
Kepler-1601 b,1,1,Transit,2016,Kepler,2.20921951,0.0336,0.82,0.477,4.27,644.456
Kepler-1602 b,1,1,Transit,2016,Kepler,11.17931605,0.1074,1.34,2.36,2.51,629.804
Kepler-1603 b,1,1,Transit,2016,Kepler,2.27163926,0.0351,1.29,2.21,2.82,2712.58
Kepler-1604 b,1,1,Transit,2016,Kepler,0.68368426,0.0089,1.41,2.57,4.17,541.189
Kepler-1605 b,1,1,Transit,2016,Kepler,85.7565495,0.3912,1.08,1.28,4.68,546.23
Kepler-1606 b,1,1,Transit,2016,Kepler,196.435224,0.6421,2.07,4.94,4.27,831.287
Kepler-1607 b,1,1,Transit,2016,Kepler,13.6473676,0.1075,0.92,0.721,3.16,1286.1
Kepler-1608 b,1,1,Transit,2016,Kepler,16.4735686,0.1126,1.73,3.64,5.13,832
Kepler-1609 b,1,1,Transit,2016,Kepler,114.34219,0.4679,2.22,5.56,3.02,1826.04
Kepler-161 b,1,2,Transit,2014,Kepler,4.921355,0.054,2.12,12.1,4.68,434.632
Kepler-161 c,1,2,Transit,2014,Kepler,7.06424,0.068,2.05,11.8,4.68,434.632
Kepler-1610 b,1,2,Transit,2016,Kepler,8.70181574,0.0777,1.61,3.22,4.68,864.331
Kepler-1610 c,1,2,Transit,2023,Kepler,44.9851885,0.2323,2.09,5.02,4.68,864.331
Kepler-1611 b,1,1,Transit,2016,Kepler,5.1762429,0.0586,0.81,0.457,5.01,908.444
Kepler-1612 b,1,1,Transit,2016,Kepler,3.91795101,0.0482,1.03,1.08,4.57,764.726
Kepler-1613 b,1,1,Transit,2016,Kepler,1.5184299,0.0264,2.08,4.98,3.55,1508.33
Kepler-1614 b,1,1,Transit,2016,Kepler,3.9466141,0.0471,1.49,2.83,5.5,1191.19
Kepler-1615 b,1,1,Transit,2016,Kepler,47.3126192,0.2788,2.06,4.9,3.89,1393.83
Kepler-1616 b,1,1,Transit,2016,Kepler,6.76284377,0.0761,1.02,1.04,2.75,1137.81
Kepler-1617 b,1,1,Transit,2016,Kepler,27.4785572,0.181,1.2,1.87,3.02,898.31
Kepler-1618 b,1,1,Transit,2016,Kepler,6.10826019,0.0706,1.26,2.13,1.78,1229.25
Kepler-1619 b,1,1,Transit,2016,Kepler,23.6225913,0.1611,0.76,0.363,4.27,734.85
Kepler-162 b,1,2,Transit,2014,Kepler,6.919798,0.069,1.26,2.13,3.02,855.641
Kepler-162 c,1,2,Transit,2014,Kepler,19.446355,0.137,3.03,9.43,3.02,855.641
Kepler-1620 b,1,1,Transit,2016,Kepler,101.951829,0.4322,1.61,3.22,3.02,895.069
Kepler-1621 b,1,1,Transit,2016,Kepler,92.263714,0.4204,2.16,5.31,2.69,1631.66
Kepler-1622 b,1,1,Transit,2016,Kepler,10.8118737,0.0994,1.47,2.76,2.19,796.477
Kepler-1623 b,1,1,Transit,2016,Kepler,4.36128348,0.0518,1.31,2.27,4.27,837.481
Kepler-1624 b,1,1,Transit,2016,Kepler,3.29030452,0.0327,5.7,27.6,4.47,258.979
Kepler-1625 b,1,1,Transit,2016,Kepler,287.378949,0.8748,6.06,30.6,4.37,2310.11
Kepler-1626 b,1,1,Transit,2016,Kepler,4.13962966,0.0537,2.02,4.74,1.55,1368.83
Kepler-1627 b,1,1,Transit,2016,Kepler,7.20283653,0.0643,3.69,13.2,4.68,317.437
Kepler-1628 b,1,1,Transit,2016,Kepler,76.378033,0.2952,6.43,33.8,5.13,352
Kepler-1629 b,1,1,Transit,2016,Kepler,3.87595807,0.0485,0.77,0.381,4.27,336.09
Kepler-163 b,1,2,Transit,2014,Kepler,7.810937,0.078,1.05,1.16,4.27,689.814
Kepler-163 c,1,2,Transit,2014,Kepler,21.347262,0.152,2.26,5.73,4.27,689.814
Kepler-1630 b,1,1,Transit,2016,Kepler,509.997402,1.1218,2.19,5.43,5.01,331.213
Kepler-1631 b,1,1,Transit,2016,Kepler,4.09513932,0.0511,1.35,2.39,4.17,1305.99
Kepler-1632 b,1,1,Transit,2016,Kepler,448.303558,0.6762,2.47,6.66,3.09,716.76
Kepler-1633 b,1,1,Transit,2016,Kepler,186.404271,0.3875,1.58,3.12,2.82,1114.91
Kepler-1634 b,1,1,Transit,2016,Kepler,374.876239,1.0525,3.19,10.3,4.47,617.339
Kepler-1635 b,1,1,Transit,2016,Kepler,469.63111,1.117,3.64,12.9,4.9,1069.45
Kepler-1636 b,1,1,Transit,2016,Kepler,425.47785,1.1546,3.23,10.5,3.98,1947.54
Kepler-1637 b,1,1,Transit,2016,Kepler,6.10960324,0.0596,0.89,0.64,4.17,567.187
Kepler-1638 b,1,1,Transit,2016,Kepler,259.33683,0.745,1.87,4.16,4.37,1525.52
Kepler-1639 b,1,1,Transit,2016,Kepler,9.878482,0.0932,2.58,7.18,3.16,1031.31
Kepler-164 b,1,4,Transit,2014,Kepler,5.03503,0.058,1.41,2.57,0.62,890.758
Kepler-164 c,1,4,Transit,2014,Kepler,10.945723,0.097,2.73,7.9,0.62,890.758
Kepler-164 d,1,4,Transit,2014,Kepler,28.986769,0.187,2.45,6.57,0.62,890.758
Kepler-164 e,1,4,Transit,2023,Kepler,94.886902,0.4025,4.24,16.7,0.62,890.758
Kepler-1640 b,1,1,Transit,2016,Kepler,7.5844126,0.0836,4.82,20.7,2.4,1859.78
Kepler-1641 b,1,2,Transit,2016,Kepler,19.672266,0.1473,3.11,9.85,3.02,860.37
Kepler-1641 c,1,2,Transit,2016,Kepler,32.657212,0.2065,2.95,9.01,3.02,860.37
Kepler-1642 b,1,2,Transit,2016,Kepler,12.2057513,0.1016,3.2,10.3,4.47,413.873
Kepler-1642 c,1,2,Transit,2016,Kepler,6.6513802,0.0678,2.66,7.56,4.47,413.873
Kepler-1643 b,1,1,Transit,2016,Kepler,5.342657,0.0531,2.32,5.99,0.046,341.774
Kepler-1644 b,1,1,Transit,2016,Kepler,21.0907758,0.142,1.88,4.19,4.27,629.27
Kepler-1645 b,1,1,Transit,2016,Kepler,16.1779561,0.1285,1.78,3.82,4.17,1202.47
Kepler-1646 b,1,1,Transit,2016,Kepler,4.48558383,0.0295,1.23,2.04,4.68,127.591
Kepler-1647 b,2,1,Transit,2016,Kepler,1107.5923,2.7205,11.874,483,4.4,1212.45
Kepler-1649 b,1,2,Transit,2017,Kepler,8.689099,0.0514,1.017,1.03,,92.1913
Kepler-1649 c,1,2,Transit,2020,Kepler,19.53527,0.0649,1.06,1.2,,92.1913
Kepler-165 b,1,2,Transit,2014,Kepler,8.180848,0.072,2.32,5.99,10.5,560.885
Kepler-165 c,1,2,Transit,2014,Kepler,15.31299,0.11,2.23,5.6,10.5,560.885
Kepler-1650 b,1,1,Transit,2017,Kepler,1.53818001,0.0167,0.96,0.84,13.9,134.397
Kepler-1651 b,2,1,Transit,2017,Kepler,9.87863917,0.0692,1.84,4.04,,66.4074
Kepler-1652 b,1,1,Transit,2017,Kepler,38.09722,0.1654,1.6,3.19,3.2,252
Kepler-1653 b,1,1,Transit,2017,Kepler,140.2524,0.4706,2.17,5.35,7.7,755
Kepler-1654 b,1,1,Transit,2018,Kepler,1047.8356,2.026,9.18,158.915,5,568.117
Kepler-1655 b,1,1,Transit,2018,Kepler,11.8728787,0.1029,2.213,5.4,2.56,213.26
Kepler-1656 b,1,2,Transit,2018,Kepler,31.562,0.1974,4.52,47.8,6.31,185.875
Kepler-1656 c,1,2,Radial Velocity,2022,W. M. Keck Observatory,1919,3.053,14,126.4,6.31,185.875
