Date Reported,Date Occurred,Time Occurred,Area Name,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Description,Address,Cross Street,Location
06/20/2021,06/19/2021,2150,Pacific,4027 3014 3027 3034 3037 3101 3401 3701,21,F,W,STREET,OVERLAND                     AV,FRANCIS                      PL,"(34.0219, -118.4094)"
06/21/2021,06/20/2021,2125,Topanga,3009 3027 4026 3034 3036 3101,30,M,H,STREET,TOPANGA CANYON               BL,PARTHENIA                    ST,"(34.2282, -118.6038)"
06/21/2021,06/20/2021,2240,Hollenbeck,3401 3701 3037 0605 3003 3027 3029 3101 4024,62,M,W,STREET,GRANDE VISTA                 AV,EMERY                        ST,"(34.0159, -118.2082)"
06/22/2021,06/22/2021,230,Olympic,3027 4027 3008 3029 3035 3036 3101 3401 3701,55,M,W,STREET,NORMANDIE                    AV,MELROSE                      AV,"(34.0836, -118.3005)"
06/23/2021,06/23/2021,825,Northeast,0605 3037 3003 4024 3027 3101 3401 3701,77,M,W,STREET,YOSEMITE                     DR,ROCK ROW                     DR,"(34.1329, -118.1999)"
06/25/2021,06/24/2021,2240,Mission,3003 3027 4026 3029 3037 1218 3101,30,M,H,STREET,SAN FERNANDO                 RD,ASTORIA                      ST,"(34.2967, -118.4553)"
06/26/2021,06/26/2021,120,Southwest,3027 3011 3038,86,F,H,STREET,39TH                         ST,BUCKINGHAM                   RD,"(34.0162, -118.3407)"
06/26/2021,06/26/2021,520,Southwest,4025 3036 3003 3027 3101 3601,84,M,A,STREET,VERNON                       AV,ST ANDREWS                   PL,"(34.0073, -118.3108)"
06/26/2021,06/26/2021,524,Foothill,3003 3027 4026 3037 3101,76,M,B,STREET,GLENOAKS                     BL,VAN NUYS                     BL,"(34.2737, -118.4117)"
06/27/2021,06/26/2021,2329,Hollenbeck,0605 3009 3027 3036 3101 4024 3401 3701,31,M,H,STREET,HUNTINGTON                   DR,PUEBLO,"(34.0878, -118.1746)"
06/28/2021,06/28/2021,720,West Valley,3003 4026 3036 3027 3101,74,F,A,STREET,KITTRIDGE                    ST,LINDLEY                      AV,"(34.1902, -118.5273)"
06/29/2021,06/28/2021,1815,Hollenbeck,3401 0605 3701 4024 3009 3027 3036 3101,29,M,H,STREET,BOYLE,7TH,"(34.0334, -118.2196)"
06/29/2021,06/28/2021,2150,Olympic,3039 3034 3037 3101 3401 1218 3003 3027 3029 4027,50,F,H,STREET,3RD                          ST,MANHATTAN                    PL,"(34.069, -118.3104)"
06/30/2021,06/30/2021,1610,Rampart,3027 0605 3008 3036 3101 4027 3401 3701,51,M,B,STREET,BEVERLY,MADISON,"(34.0763, -118.2892)"
07/01/2021,07/01/2021,35,Pacific,3003 3027 3029 3035 3037 3101 3401 3701 4027 1218,,M,B,STREET,LA CIENEGA                   BL,IMPERIAL                     HY,"(33.9377, -118.3745)"
07/01/2021,07/01/2021,1412,West LA,3027 4027 3101 3401 3701 3013 3035 3036,70,F,W,STREET,SUNSET                       BL,GLENROY                      AV,"(34.0731, -118.4612)"
07/01/2021,07/01/2021,1535,Topanga,3013 3101 3027 4026 3036,65,F,B,STREET,TOPANGA CANYON               BL,STRATHERN                    ST,"(34.2155, -118.606)"
07/02/2021,07/01/2021,2120,Southeast,3003 3027 3029 4025 3601 3037 1402,71,F,B,STREET,FIGUEROA,113TH,"(33.932, -118.2826)"
07/02/2021,07/02/2021,10,Devonshire,3009 3027 4026 3029 3037 3101 1402,42,F,W,STREET,MASON                        AV,PARTHENIA                    ST,"(34.2282, -118.5798)"
07/03/2021,07/03/2021,1410,Van Nuys,3013 3101 3027 4026 3036,37,M,B,STREET,VAN NUYS                     BL,OXNARD                       ST,"(34.1794, -118.4487)"
07/05/2021,07/04/2021,1835,77th Street,3601 3004 3027 4025,52,F,H,STREET,68TH                         ST,NORMANDIE,"(33.9778, -118.3003)"
07/04/2021,07/04/2021,2005,Devonshire,3101 3014 3027 4026 3032 3034 3037,,M,W,STREET,BALBOA                       BL,ROSCOE                       BL,"(34.2212, -118.5026)"
07/06/2021,07/05/2021,2240,Southwest,3601 3011 3027 3034 4025,18,M,H,STREET,VERMONT                      AV,38TH                         ST,"(34.0219, -118.2959)"
07/10/2021,07/09/2021,2020,Harbor,3601 3011 3027 4025 3029,35,M,H,STREET,VERMONT                      AV,PACIFIC COAST                HY,"(33.791, -118.2917)"
07/11/2021,07/09/2021,2155,Harbor,3027 3014 4025 3034 3602,,M,W,STREET,248TH                        ST,LAKME                        AV,"(33.8011, -118.2611)"
07/10/2021,07/10/2021,1025,Mission,3003 3103 3034 3027 4026 3029 3037 1218,26,M,O,STREET,PARTHENIA                    ST,TOBIAS                       AV,"(34.2278, -118.4517)"
07/13/2021,07/13/2021,1650,West Valley,3101 3004 3027 4026 3037,58,M,W,STREET,BURBANK                      BL,WOODLEY                      AV,"(34.1717, -118.4758)"
07/16/2021,07/15/2021,1815,Central,3027 0605 3101 3401 3701 3003 3036 0910 4024,32,M,H,STREET,5TH                          ST,FIGUEROA                     ST,"(34.0525, -118.2574)"
07/16/2021,07/16/2021,120,Newton,0605 4024 3011 3027 3101 3401 3701 3032 3036,24,M,H,STREET,LONG BEACH                   AV,SLAUSON                      AV,"(33.9899, -118.2432)"
07/17/2021,07/17/2021,220,Wilshire,3035 3037 3101 3401 3701 3003 3027 3029 4027 1402,26,M,O,STREET,BEVERLY                      BL,CROFT                        AV,"(34.0761, -118.3742)"
07/17/2021,07/17/2021,640,Newton,0605 3003 3027 3037 3101 4024 3401 3701,28,M,H,STREET,DUARTE                       ST,55TH                         ST,"(33.993, -118.2423)"
07/18/2021,07/18/2021,825,Southeast,3601 1402 3003 3027 4025 3029 3040,59,M,B,STREET,FIGUEROA                     ST,89TH                         ST,"(33.956, -118.2827)"
07/22/2021,07/19/2021,2145,Newton,3401 3701 3027 0605 3003 3029 3037 3033 3101 4024,43,M,H,STREET,BROADWAY,64TH,"(33.9814, -118.2783)"
07/26/2021,07/26/2021,1,Harbor,3501 3601 3003 3027 4025 1218,48,M,H,STREET,AVALON,PACIFIC COAST                HY,"(33.7912, -118.2633)"
07/27/2021,07/26/2021,1825,Southeast,3003 3027 4025 3034 3602 3601,52,M,H,STREET,WILMINGTON                   AV,108TH                        ST,"(33.9379, -118.239)"
07/27/2021,07/26/2021,2235,Southwest,4025 3037 3011 3027 3101,,M,B,STREET,NORTON                       AV,39TH                         ST,"(34.0146, -118.3328)"
07/31/2021,07/30/2021,1920,Devonshire,3004 3027 4026 3037 3101,71,F,Z,STREET,MASON                        AV,CORBIN                       AV,"(34.2807, -118.5818)"
08/01/2021,08/01/2021,150,77th Street,3027 3601 1402 3037 3101 3003 3029 4025,51,M,H,STREET,FLORENCE                     AV,LA SALLE                     AV,"(33.9746, -118.3057)"
08/02/2021,08/02/2021,727,Southwest,3101 3037 3601 3003 3027 3029 4025,91,F,A,STREET,ADAMS                        BL,ELLENDALE                    PL,"(34.0328, -118.2888)"
08/03/2021,08/02/2021,2242,West LA,3014 3027 4027 3034 3037 3101 3401 3701,20,,,STREET,SEPULVEDA                    BL,MORAGA                       DR,"(34.0776, -118.4693)"
08/03/2021,08/03/2021,535,Topanga,3101 3036 3004 3027 4026,53,M,H,STREET,KELVIN                       AV,SHERMAN                      WY,"(34.2011, -118.5863)"
08/05/2021,08/05/2021,250,Olympic,3034 3037 3101 3401 3701 3011 3027 4027,27,,,STREET,WESTERN                      AV,8TH                          ST,"(34.058, -118.3091)"
08/09/2021,08/09/2021,300,Southwest,3003 3027 3029 4025 3501 3601 3037 3101,60,F,B,STREET,CRENSHAW,COLISEUM                     PL,"(34.0164, -118.3351)"
08/11/2021,08/10/2021,1900,Southwest,4025 3037 3004 3027 3101,22,M,H,STREET,LA BREA                      AV,VERONICA                     ST,"(34.0129, -118.3556)"
08/12/2021,08/11/2021,2158,Newton,3401 3701 3036 0605 3003 3027 3029 3101 4024,48,M,H,STREET,BROADWAY,54TH,"(33.9933, -118.2783)"
08/14/2021,08/13/2021,155,Southeast,3027 4025 3004 3034 3602,35,F,H,STREET,FIGUEROA                     ST,GARDENA                      BL,"(33.8728, -118.2819)"
08/16/2021,08/16/2021,45,Mission,3101 3036 3602 3003 3027 4026 3029,66,M,B,STREET,FOOTHILL                     BL,HUBBARD                      ST,"(34.3075, -118.4303)"
08/17/2021,08/17/2021,1750,77th Street,3027 3003 4025 1218 3101 3036 3601,58,M,H,STREET,VERMONT                      AV,57TH                         ST,"(33.9905, -118.2915)"
08/19/2021,08/18/2021,2010,Olympic,3003 3027 3029 4027 3035 3036 3101 3401 3701,64,M,W,STREET,WASHINGTON                   BL,GRAMERCY                     PL,"(34.0399, -118.3133)"
08/20/2021,08/19/2021,2340,Harbor,3027 3003 4025,27,F,H,STREET,ANAHEIM                      ST,FLINT                        AV,"(33.7807, -118.2494)"
08/20/2021,08/19/2021,2342,Harbor,4025 3011 3027 3034 3602,40,M,H,STREET,HARBOR                       BL,5TH                          ST,"(33.7405, -118.2797)"
08/20/2021,08/20/2021,305,Pacific,3008 3027 3029 4027 3035 3036 3101 3401 3701 1218,22,F,B,STREET,PACIFIC                      AV,ROSE                         AV,"(33.996, -118.4789)"
08/21/2021,08/20/2021,2340,Rampart,3027 0605 3033 3101 4024 3401 3701 3004 3036 1218,59,M,W,STREET,ALVARADO                     ST,11TH                         ST,"(34.0505, -118.2806)"
08/23/2021,08/22/2021,2010,Northeast,3006 3027 3101 4024 0605 3401 3701 3037 3033 3035,19,M,H,STREET,VERMONT                      AV,FINLEY                       AV,"(34.1077, -118.2918)"
08/23/2021,08/23/2021,1045,Harbor,3003 3027 3036 4025,66,F,B,STREET,WILMINGTON                   BL,OPP                          ST,"(33.7823, -118.2744)"
08/25/2021,08/25/2021,1100,Foothill,3008 3027 4026 3033 3035 3037 1218,27,M,W,STREET,BRADLEY                      AV,TUXFORD                      ST,"(34.2305, -118.3768)"
08/26/2021,08/25/2021,2140,77th Street,3009 3027 4025 3036 3602,35,M,B,STREET,62ND                         ST,8TH                          AV,"(33.9821, -118.3318)"
08/26/2021,08/26/2021,100,Mission,3101 3003 4026 3029 3036 3038 3027,70,M,W,STREET,NORDHOFF                     ST,LANGDON                      AV,"(34.2356, -118.4698)"
08/27/2021,08/27/2021,1715,Southeast,3003 3029 3601 3027 4025 3101 3037,57,M,B,STREET,AVALON,IMPERIAL,"(33.931, -118.2652)"
08/29/2021,08/29/2021,135,Foothill,3004 4026 3037 3038 3602 3027 3101,32,M,H,STREET,FOOTHILL                     BL,VAN NUYS                     BL,"(34.2812, -118.4022)"
08/31/2021,08/31/2021,725,West Valley,3003 4026 3101 3027 3037,94,M,O,STREET,BURBANK                      BL,EDWARD                       LN,"(34.1757, -118.4846)"
09/02/2021,09/01/2021,2240,Southwest,3601 3027 3003 4025 1218,32,M,H,STREET,OBAMA                        BL,LA CIENEGA                   BL,"(34.0217, -118.3724)"
09/03/2021,09/02/2021,2335,Olympic,3004 3027 3034 4027 3036 3101 3401 3701,25,F,W,STREET,WILTON                       PL,6TH                          ST,"(34.063, -118.3141)"
09/04/2021,09/03/2021,2200,Mission,3008 3027 4026 3037 0947 3101,58,M,H,STREET,HUBBARD                      ST,HUBBARD                      PL,"(34.2894, -118.4508)"
09/05/2021,09/05/2021,400,Southeast,4025 3006 3027 3601 3037 3101,50,M,W,STREET,AVALON,103RD,"(33.9438, -118.2652)"
09/06/2021,09/05/2021,2015,Harbor,3601 3003 3027 3029 4025 3101 1402,57,F,W,STREET,PACIFIC COAST                HY,FRAMPTON                     AV,"(33.7894, -118.3)"
09/08/2021,09/08/2021,600,West LA,3035 3037 3101 3401 3701 3003 3027 4027,76,M,H,STREET,SEPULVEDA                    BL,SANTA MONICA                 BL,"(34.0476, -118.4443)"
09/10/2021,09/09/2021,1940,77th Street,3003 3027 4025 3036,59,M,B,STREET,SLAUSON                      AV,VERDUN                       AV,"(33.9889, -118.3461)"
09/12/2021,09/11/2021,2235,Pacific,3003 3027 3029 4027 1402 3035 3037 3101 3401 3701,33,F,H,STREET,VISTA DEL MAR,IMPERIAL                     HY,"(33.9309, -118.435)"
09/13/2021,09/12/2021,2035,Topanga,3027 4026 3036 3004 3101,26,M,W,STREET,SHOUP                        AV,SATICOY                      ST,"(34.2083, -118.6147)"
09/14/2021,09/14/2021,100,West Valley,3003 3027 4026 3029 3037 1218 3101,35,F,B,STREET,TAMPA                        AV,TOPHAM                       ST,"(34.181, -118.5535)"
09/14/2021,09/14/2021,1510,Pacific,3035 3036 3101 3401 3701 3009 3027 4027,39,M,W,STREET,SEPULVEDA                    BL,79TH                         ST,"(33.9673, -118.396)"
09/18/2021,09/17/2021,2225,Southeast,3601 3501 1402 4025 3003 3027 3029,62,M,H,STREET,CENTRAL,112TH,"(33.9331, -118.2542)"
09/22/2021,09/22/2021,2100,Southeast,3027 3601 3003 4025 3029,27,F,B,STREET,FIGUEROA                     ST,102ND                        ST,"(33.9437, -118.2826)"
09/23/2021,09/23/2021,830,Hollywood,3003 3029 4027 3035 3036 3101 3401 3701 3027,78,F,W,STREET,HOLLYWOOD                    BL,HOBART                       BL,"(34.1017, -118.3056)"
09/25/2021,09/25/2021,2140,N Hollywood,3003 3027 3029 3037 3101 4026 1402,55,M,H,STREET,OXNARD                       ST,FARMDALE                     AV,"(34.1794, -118.3813)"
09/26/2021,09/25/2021,2320,Olympic,3004 3034 3036 3101 3401 3701 3027 4027,56,M,H,STREET,NORMANDIE                    AV,15TH                         ST,"(34.0455, -118.3003)"
09/26/2021,09/26/2021,255,Newton,3037 3035 3101 3401 3701 0605 4024 3027 3003,50,M,H,STREET,FLORENCE,WADSWORTH,"(33.9747, -118.2587)"
09/27/2021,09/26/2021,2035,Foothill,3004 3027 4026 3602 3101 3036 3032,46,M,H,STREET,LAUREL CANYON                BL,MERCER                       ST,"(34.2602, -118.4336)"
09/27/2021,09/27/2021,200,West Valley,3006 3101 3027 4026 3037,50,X,X,STREET,VICTORY                      BL,ODESSA                       AV,"(34.1866, -118.4902)"
09/28/2021,09/27/2021,2145,Wilshire,3003 3027 3029 3034 3037 3101 3401 3701 4027 1218,50,M,W,STREET,CRENSHAW                     BL,9TH                          ST,"(34.0564, -118.322)"
09/28/2021,09/28/2021,505,West LA,3003 3027 3034 3036 4027 3101 3401 3701 2004,28,M,F,STREET,WESTWOOD                     BL,WILSHIRE                     BL,"(34.0592, -118.4444)"
09/30/2021,09/29/2021,2135,West LA,3008 3027 3038 4027 3029 3035 3037 3101 3401 3701,38,M,W,STREET,CHURCH                       LN,BERWICK                      ST,"(34.064, -118.4594)"
09/30/2021,09/30/2021,715,N Hollywood,3003 4026 3037 3101 3027,66,M,W,STREET,OXNARD                       ST,WILKINSON                    AV,"(34.1794, -118.4041)"
09/30/2021,09/30/2021,1525,Mission,3004 4026 3032 3037 3101 3027,41,F,H,STREET,TOBIAS                       AV,ROSCOE                       BL,"(34.2215, -118.4517)"
10/01/2021,10/01/2021,645,Van Nuys,3101 3036 3003 4026 3027,82,M,H,STREET,HART                         ST,HAZELTINE                    AV,"(34.1975, -118.44)"
10/02/2021,10/01/2021,2300,N Hollywood,3037 3101 3004 3027 4026 3039 1402,,,,STREET,SHERMAN                      WY,ATOLL                        AV,"(34.2012, -118.4211)"
10/03/2021,10/03/2021,237,Southwest,3601 4025 3003 3027 3029 1402 0605 0913,46,F,B,PARKING LOT,WESTERN,39TH,"(34.0146, -118.3089)"
10/03/2021,10/03/2021,1735,Wilshire,3035 3037 3101 3401 3701 3003 4027 3027,31,M,W,STREET,LA CIENEGA                   BL,PICO                         BL,"(34.054, -118.3762)"
10/05/2021,10/04/2021,2135,Central,3003 3027 3037 1218 3602 3101 4024 3035,50,M,B,STREET,LOS ANGELES,14TH,"(34.0347, -118.2602)"
10/05/2021,10/04/2021,2140,West Valley,3003 3027 4026 3037 3101,73,M,H,STREET,WHITE OAK                    AV,VANOWEN                      ST,"(34.1939, -118.5186)"
10/05/2021,10/05/2021,530,Devonshire,3004 3027 4026 3029 3036 3602 3101,53,F,H,STREET,HAYVENHURST                  AV,NORDHOFF                     ST,"(34.2357, -118.4938)"
10/06/2021,10/05/2021,2100,Southwest,3101 3037 3003 3027 4025 1218 3602 3601 3501,51,F,B,STREET,LA BREA                      AV,COLISEUM                     ST,"(34.0183, -118.3556)"
10/08/2021,10/08/2021,1450,N Hollywood,3101 3003 3027 4026 3037,84,F,W,PARKING LOT,MAGNOLIA                     BL,VINELAND                     AV,"(34.1649, -118.3705)"
10/09/2021,10/09/2021,555,Southeast,3003 3027 4025 3036 3038 3501 3601,72,M,H,STREET,MANCHESTER,VERMONT,"(33.96, -118.2918)"
10/09/2021,10/09/2021,605,Hollywood,3003 3029 4027 1402 3035 3037 3101 3401 3701 3027,23,F,B,STREET,SANTA MONICA                 BL,EL CENTRO                    AV,"(34.0907, -118.3244)"
10/11/2021,10/11/2021,105,Wilshire,3004 3027 4027 3037 3101 3401 3701 3035,49,M,H,STREET,MELROSE                      AV,CRESCENT HEIGHTS             BL,"(34.0837, -118.3659)"
10/11/2021,10/11/2021,125,N Hollywood,3011 3027 4026 3037 3101 3602,24,M,H,STREET,VINELAND                     AV,BURBANK                      BL,"(34.1722, -118.3703)"
10/15/2021,10/13/2021,1135,Harbor,3012 4025 3027 3037 3006 3101,,M,H,STREET,206TH                        ST,HARVARD                      BL,"(33.8438, -118.3066)"
10/17/2021,10/16/2021,2035,Foothill,3029 3037 3101 3009 3027 4026 3602,53,M,H,STREET,LAUREL CANYON                BL,JUDD                         ST,"(34.261, -118.4345)"
10/17/2021,10/16/2021,2315,77th Street,1218 3003 3027 4025 3029,,,,STREET,NORMANDIE                    AV,83RD                         ST,"(33.9637, -118.3003)"
10/17/2021,10/17/2021,730,Mission,3003 3101 3027 4026 3029 3034 3036,48,F,H,STREET,NORDHOFF                     ST,LANGDON                      AV,"(34.2356, -118.4698)"
10/19/2021,10/19/2021,1310,Pacific,3009 3027 4027 3037 3101 3401 3701 3034,74,M,W,STREET,BUNDY                        DR,OCEAN PARK                   BL,"(34.0245, -118.4463)"
10/21/2021,10/20/2021,2115,Foothill,3027 3035 3037 3101 3003 4026,55,M,H,STREET,OSBORNE                      ST,EL DORADO                    AV,"(0.0, 0.0)"
10/21/2021,10/20/2021,2150,Harbor,3011 3027 4025 3101 3037,45,M,H,SIDEWALK,WESTMONT                     DR,GAFFEY                       ST,"(33.7639, -118.2934)"
10/21/2021,10/21/2021,815,Foothill,3014 4026 3034 3101 3037 3027,54,M,H,STREET,LANKERSHIM                   BL,SAN FERNANDO                 RD,"(0.0, 0.0)"
10/22/2021,10/22/2021,455,West Valley,3004 3027 4026 3037 3602 3101,33,M,H,STREET,SATICOY                      ST,AMESTOY                      AV,"(34.2084, -118.5055)"
10/24/2021,10/23/2021,2235,Devonshire,3101 3008 3027 3037 4026,57,M,W,STREET,NORDHOFF                     ST,OSO                          AV,"(34.2318, -118.5755)"
10/25/2021,10/24/2021,2000,West Valley,3003 3027 4026 3032 3034 3037 3038 3040 3101,53,F,W,SIDEWALK,SATICOY                      ST,WOODLEY                      AV,"(34.2085, -118.4837)"
10/25/2021,10/25/2021,640,Newton,0605 3003 3027 3029 3036 3101 4024 3401 3034 3701,39,F,B,STREET,GRAND,GAGE,"(33.9824, -118.2802)"
10/26/2021,10/25/2021,2240,Southwest,3501 3601 3027 3003 4025 3036,38,M,A,STREET,WESTERN                      AV,EXPOSITION                   BL,"(34.0185, -118.3089)"
10/26/2021,10/26/2021,1755,Hollywood,3035 3101 3401 3701 3027 4027 3003 3036,69,M,H,STREET,SELMA                        AV,LAS PALMAS                   AV,"(34.0997, -118.3361)"
10/27/2021,10/26/2021,1845,Mission,3101 3003 3027 4026 3037,74,F,O,STREET,ROSCOE                       BL,WAKEFIELD                    AV,"(34.2216, -118.4434)"
10/28/2021,10/28/2021,335,Hollywood,3011 3027 3034 3037 3101 3401 3701 4027,,M,O,STREET,FRANKLIN                     AV,VINE                         ST,"(34.1054, -118.3267)"
10/29/2021,10/29/2021,1850,West Valley,3101 3003 3027 3036 4026,71,M,W,STREET,VANOWEN                      ST,ZELZAH                       AV,"(34.1939, -118.523)"
10/30/2021,10/29/2021,2055,Foothill,3004 4026 3037 3027 3101,52,M,H,STREET,GLENOAKS                     BL,MERCER                       ST,"(34.2752, -118.4133)"
11/01/2021,10/31/2021,2230,Foothill,3101 1218 3003 3027 4026 3029 3037,39,M,H,STREET,LAUREL CANYON                BL,STRATHERN                    ST,"(34.2157, -118.3965)"
11/01/2021,11/01/2021,1210,Topanga,3027 3037 3101 3602 3034 3011 4026,66,M,H,STREET,MASON                        AV,SATICOY                      ST,"(34.2092, -118.5797)"
11/03/2021,11/02/2021,2110,Olympic,3101 3401 3701 4027 3009 3027 3034 3036,33,M,B,STREET,S  WILTON                       PL,SAN MARINO                   ST,"(34.0544, -118.3143)"
11/04/2021,11/04/2021,400,Rampart,3401 0605 3003 3027 3033 3034 3037 3038 3101 4024,45,M,H,STREET,TEMPLE,EDGEWARE,"(34.0671, -118.2558)"
11/05/2021,11/04/2021,1950,West LA,1402 3401 3027 3035 3037 3101 3701 3003 3029 4027,22,M,O,STREET,SUNSET                       BL,ALLENFORD                    AV,"(34.0557, -118.4968)"
11/06/2021,11/05/2021,1815,77th Street,3003 3027 4025 3029 3004 3601,85,F,H,STREET,MANCHESTER,AVALON,"(33.9601, -118.2651)"
11/06/2021,11/05/2021,1950,Newton,3401 3701 0605 3004 3027 3037 3101 4024,24,M,H,STREET,CENTRAL                      AV,67TH                         ST,"(33.9792, -118.2564)"
11/06/2021,11/06/2021,330,Southeast,3027 3601 3006 4025 3602 3101,23,F,H,STREET,CENTURY                      BL,TOWNE                        AV,"(33.9456, -118.2674)"
11/07/2021,11/06/2021,1910,Foothill,3034 3101 3003 3027 3037 4026,31,M,W,STREET,LA TUNA CANYON               RD,ELBEN                        AV,"(34.2364, -118.3351)"
11/11/2021,11/10/2021,1955,Southwest,3009 3027 4025 3036 3101,,,,STREET,JEFFERSON                    BL,COCHRAN                      AV,"(34.026, -118.3651)"
11/11/2021,11/11/2021,145,West Valley,3008 3027 4026 3039 1218 3602 3037 3101,46,M,B,STREET,VANOWEN                      ST,LOUISE                       AV,"(34.1939, -118.5098)"
11/11/2021,11/11/2021,835,Southeast,3004 3034 3036 4025 3027,55,F,B,STREET,VERMONT                      AV,108TH                        ST,"(33.9382, -118.2916)"
11/12/2021,11/11/2021,2345,Southwest,3003 4025 1218 3101 3036 3027 3501 3601,61,M,B,STREET,JEFFERSON                    BL,VIRGINIA                     RD,"(34.0256, -118.3395)"
11/16/2021,11/16/2021,155,Foothill,3004 4026 3036 3101 3602 3027,63,M,W,STREET,FOOTHILL                     BL,NEWHOME                      ST,"(34.2611, -118.3251)"
11/18/2021,11/17/2021,1945,Harbor,3501 3003 3027 4025 1218,50,F,H,STREET,WESTERN                      AV,HORIZON                      WY,"(33.7697, -118.3096)"
11/19/2021,11/19/2021,1735,Hollenbeck,0605 4024 3101 3401 3701 3027 3003 3037 3035,52,M,W,STREET,4TH                          ST,ANDERSON,"(34.0423, -118.2255)"
11/20/2021,11/20/2021,500,77th Street,3003 3027 4025 3029 3601 3501,51,M,B,STREET,WESTERN                      AV,65TH                         ST,"(33.9806, -118.309)"
11/22/2021,11/22/2021,1148,Devonshire,3027 4026 3036 3013 3101,24,F,W,STREET,LASSEN                       ST,CANOGA                       AV,"(34.25, -118.5973)"
11/23/2021,11/22/2021,1710,Devonshire,3101 3004 3027 4026 3037,76,M,W,STREET,SAN FERNANDO                 RD,SEPULVEDA                    BL,"(34.3151, -118.4907)"
11/24/2021,11/24/2021,1520,Mission,3008 4026 3104 3027 3036 3602,49,M,H,STREET,ARLETA                       AV,BRANFORD                     ST,"(34.2365, -118.4201)"
11/26/2021,11/26/2021,1930,Olympic,3003 3027 3029 3035 3036 1402 4027 3101 3401 3701,23,M,H,STREET,VENICE                       BL,HARVARD                      BL,"(34.0436, -118.3041)"
11/28/2021,11/28/2021,235,Southeast,1402 3008 3027 4025 3029 3037 3101,30,M,H,STREET,VERMONT                      AV,ALONDRA                      BL,"(33.8852, -118.2913)"
11/28/2021,11/28/2021,1730,Devonshire,3037 3003 4026 3027 3101,27,F,H,STREET,CANOGA                       AV,DEVONSHIRE                   ST,"(34.2572, -118.5973)"
11/29/2021,11/29/2021,1350,Pacific,4027 3034 3004 3027 3036 3101 3401 3701,40,F,H,STREET,NATIONAL                     BL,SEPULVEDA                    BL,"(34.0276, -118.4287)"
12/01/2021,12/01/2021,1650,Devonshire,3602 3101 3015 3027 4026 3034 3037,32,M,H,STREET,ROSCOE                       BL,COZYCROFT                    AV,"(34.2201, -118.582)"
12/03/2021,12/03/2021,455,Southwest,3601 3003 3027 3038 4025 3101 3037,44,M,B,STREET,FLOWER                       ST,ADAMS                        BL,"(34.0276, -118.2749)"
12/03/2021,12/03/2021,1840,Van Nuys,3101 3004 3027 4026 3036,44,F,W,STREET,RIVERSIDE                    DR,LA MAIDA                     ST,"(34.1576, -118.4094)"
12/05/2021,12/04/2021,2240,Harbor,3101 3036 3003 3027 3029 4025,45,M,W,STREET,NORMANDIE                    AV,FRANCISCO,"(33.8503, -118.2992)"
12/06/2021,12/05/2021,2330,Southwest,1402 3601 3008 3027 4025 3036,50,M,H,STREET,CRENSHAW                     BL,EXPOSITION                   BL,"(34.0226, -118.3351)"
12/06/2021,12/06/2021,445,Southwest,3101 3037 4025 3006 3027,64,M,B,STREET,ARLINGTON                    AV,42ND                         ST,"(33.9993, -118.3244)"
12/06/2021,12/06/2021,1530,Harbor,3501 3601 1402 3003 3027 3029 4025,67,M,H,STREET,BANNING                      BL,ANAHEIM                      ST,"(33.7803, -118.2573)"
12/06/2021,12/06/2021,1805,Hollenbeck,0605 3035 3101 3401 3701 4003 3037 3033 3027,65,M,H,STREET,CESAR E CHAVEZ               AV,SLOAT                        ST,"(34.0469, -118.2032)"
12/08/2021,12/08/2021,1615,Pacific,3027 3003 3035 3036 3101 3401 3701 4027,26,M,W,STREET,PALMS                        BL,MOUNTAIN VIEW                AV,"(34.0124, -118.4353)"
12/08/2021,12/08/2021,1755,Devonshire,3027 4026 3036 3602 3013 3101 1402 1419,62,F,H,STREET,BALBOA                       BL,KNOLLWOOD                    PL,"(34.2887, -118.5018)"
12/09/2021,12/08/2021,2045,77th Street,3601 4025 3036 3004 3027 3101,37,F,H,STREET,SLAUSON                      AV,DENKER                       AV,"(33.9892, -118.3045)"
12/10/2021,12/10/2021,240,West Valley,3006 3027 4026 3034 3037 1402 3101,,F,H,STREET,SATICOY                      ST,LOUISE                       AV,"(34.2084, -118.5098)"
12/10/2021,12/10/2021,1448,West Valley,3101 3003 3027 4026 3029 3037,85,M,W,STREET,SATICOY                      ST,GARDEN GROVE                 AV,"(34.2084, -118.5295)"
12/12/2021,12/11/2021,1500,Southwest,3601 1402 3003 3027 4025 3040,21,M,O,STREET,JEFFERSON                    BL,HARVARD                      BL,"(34.0256, -118.3066)"
12/12/2021,12/12/2021,58,Harbor,4025 3037 3003 3027 3038 3101,35,F,B,STREET,QUAY                         AV,E  G                            ST,"(33.7787, -118.2584)"
12/14/2021,12/14/2021,1725,Foothill,3003 3027 4026 3029 3037 3039 3602 3101,76,M,W,STREET,SAN FERNANDO                 RD,PENDLETON                    ST,"(34.2303, -118.3843)"
12/16/2021,12/15/2021,2150,Harbor,3013 3027 4025 3037 3101 3009,46,M,H,STREET,ANAHEIM                      ST,HENRY FORD                   AV,"(33.7811, -118.2417)"
12/17/2021,12/16/2021,2135,Pacific,3011 3027 4027 3034 3037 3101 3401 3701,29,M,H,STREET,MANCHESTER                   AV,MCCONNELL                    AV,"(33.9598, -118.4098)"
